"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CROPYIELD","RICE","THND_TONNE","A","2021",3937.78979075715,
"KOR","CROPYIELD","RICE","THND_TONNE","A","2022",3898.32350245453,
"KOR","CROPYIELD","RICE","THND_TONNE","A","2023",3857.94791270788,
"KOR","CROPYIELD","RICE","THND_TONNE","A","2024",3815.52388554941,
"KOR","CROPYIELD","RICE","THND_TONNE","A","2025",3772.30618837171,
"KOR","CROPYIELD","RICE","THND_TONNE","A","2026",3728.75974135943,
"JPN","CROPYIELD","RICE","THND_HA","A","1990",2074,
"JPN","CROPYIELD","RICE","THND_HA","A","1991",2049,
"JPN","CROPYIELD","RICE","THND_HA","A","1992",2106,
"JPN","CROPYIELD","RICE","THND_HA","A","1993",2139,
"JPN","CROPYIELD","RICE","THND_HA","A","1994",2212,
"JPN","CROPYIELD","RICE","THND_HA","A","1995",2118,
"JPN","CROPYIELD","RICE","THND_HA","A","1996",1977,
"JPN","CROPYIELD","RICE","THND_HA","A","1997",1953,
"JPN","CROPYIELD","RICE","THND_HA","A","1998",1801,
"JPN","CROPYIELD","RICE","THND_HA","A","1999",1788,
"JPN","CROPYIELD","RICE","THND_HA","A","2000",1770,
"JPN","CROPYIELD","RICE","THND_HA","A","2001",1706,
"JPN","CROPYIELD","RICE","THND_HA","A","2002",1688,
"JPN","CROPYIELD","RICE","THND_HA","A","2003",1665,
"JPN","CROPYIELD","RICE","THND_HA","A","2004",1701,
"JPN","CROPYIELD","RICE","THND_HA","A","2005",1706,
"JPN","CROPYIELD","RICE","THND_HA","A","2006",1688,
"JPN","CROPYIELD","RICE","THND_HA","A","2007",1673,
"JPN","CROPYIELD","RICE","THND_HA","A","2008",1627,
"JPN","CROPYIELD","RICE","THND_HA","A","2009",1624,
"JPN","CROPYIELD","RICE","THND_HA","A","2010",1628,
"JPN","CROPYIELD","RICE","THND_HA","A","2011",1576,
"JPN","CROPYIELD","RICE","THND_HA","A","2012",1581,
"JPN","CROPYIELD","RICE","THND_HA","A","2013",1599,
"JPN","CROPYIELD","RICE","THND_HA","A","2014",1575,
"JPN","CROPYIELD","RICE","THND_HA","A","2015",1506,
"JPN","CROPYIELD","RICE","THND_HA","A","2016",1478,
"JPN","CROPYIELD","RICE","THND_HA","A","2017",1470.44452848483,
"JPN","CROPYIELD","RICE","THND_HA","A","2018",1462.75948441918,
"JPN","CROPYIELD","RICE","THND_HA","A","2019",1455.07815750438,
"JPN","CROPYIELD","RICE","THND_HA","A","2020",1447.39271593551,
"JPN","CROPYIELD","RICE","THND_HA","A","2021",1439.91947758265,
"JPN","CROPYIELD","RICE","THND_HA","A","2022",1432.48315446966,
"JPN","CROPYIELD","RICE","THND_HA","A","2023",1424.9895567837,
"JPN","CROPYIELD","RICE","THND_HA","A","2024",1417.4828947671,
"JPN","CROPYIELD","RICE","THND_HA","A","2025",1409.94846143216,
"JPN","CROPYIELD","RICE","THND_HA","A","2026",1402.42309050048,
"EU28","CROPYIELD","RICE","THND_HA","A","1993",342.45424631,
"EU28","CROPYIELD","RICE","THND_HA","A","1994",373.33611572,
"EU28","CROPYIELD","RICE","THND_HA","A","1995",361.49512543,
"EU28","CROPYIELD","RICE","THND_HA","A","1996",420.60550886,
"EU28","CROPYIELD","RICE","THND_HA","A","1997",419.31679265,
"EU28","CROPYIELD","RICE","THND_HA","A","1998",416.50029876,
"EU28","CROPYIELD","RICE","THND_HA","A","1999",400.259923,
"EU28","CROPYIELD","RICE","THND_HA","A","2000",402.94166562,
"EU28","CROPYIELD","RICE","THND_HA","A","2001",398.99027319,
"EU28","CROPYIELD","RICE","THND_HA","A","2002",406.635582,
"EU28","CROPYIELD","RICE","THND_HA","A","2003",417.67813174,
"EU28","CROPYIELD","RICE","THND_HA","A","2004",436.83218239,
"EU28","CROPYIELD","RICE","THND_HA","A","2005",420.03435556,
"EU28","CROPYIELD","RICE","THND_HA","A","2006",415.9412787,
"EU28","CROPYIELD","RICE","THND_HA","A","2007",424.33496921,
"EU28","CROPYIELD","RICE","THND_HA","A","2008",412.05356706,
"EU28","CROPYIELD","RICE","THND_HA","A","2009",467.32208445,
"EU28","CROPYIELD","RICE","THND_HA","A","2010",474.5300591,
"EU28","CROPYIELD","RICE","THND_HA","A","2011",483.23017225,
"EU28","CROPYIELD","RICE","THND_HA","A","2012",454.19013153,
"EU28","CROPYIELD","RICE","THND_HA","A","2013",432.55986861,
"EU28","CROPYIELD","RICE","THND_HA","A","2014",413.80594,
"EU28","CROPYIELD","RICE","THND_HA","A","2015",435.81038,
"EU28","CROPYIELD","RICE","THND_HA","A","2016",442.25023,
"EU28","CROPYIELD","RICE","THND_HA","A","2017",427.520257359877,
"EU28","CROPYIELD","RICE","THND_HA","A","2018",427.920453026322,
"EU28","CROPYIELD","RICE","THND_HA","A","2019",427.038193186044,
"EU28","CROPYIELD","RICE","THND_HA","A","2020",427.172986316165,
"EU28","CROPYIELD","RICE","THND_HA","A","2021",426.409215538397,
"EU28","CROPYIELD","RICE","THND_HA","A","2022",426.317653745008,
"EU28","CROPYIELD","RICE","THND_HA","A","2023",425.545718746946,
"EU28","CROPYIELD","RICE","THND_HA","A","2024",424.672405181415,
"EU28","CROPYIELD","RICE","THND_HA","A","2025",423.880899517213,
"EU28","CROPYIELD","RICE","THND_HA","A","2026",423.304997910009,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1990",156,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1991",183,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1992",192,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1993",175,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1994",172,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1995",221,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1996",224,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1997",201,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1998",188,
"PRY","CROPYIELD","WHEAT","THND_HA","A","1999",128,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2000",159,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2001",290,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2002",311,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2003",290,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2004",325,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2005",365,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2006",320,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2007",381,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2008",508,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2009",561,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2010",539,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2011",508,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2012",540,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2013",540,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2014",632,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2015",532,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2016",365,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2017",324.942250748489,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2018",321.475178731853,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2019",319.818466749978,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2020",320.758143315087,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2021",322.698378131448,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2022",324.784482161189,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2023",326.815481449584,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2024",328.436647621702,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2025",329.642979095958,
"PRY","CROPYIELD","WHEAT","THND_HA","A","2026",330.152230943627,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1990",98228.9,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1991",95950.0002143423,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1992",101587,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1993",106390,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1994",99297,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1995",102207,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1996",110569,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1997",123289,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1998",109726,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","1999",113880,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2000",99636,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2001",93876,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2002",90290,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2003",86488,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2004",91952,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2005",97445,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2006",108466,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2007",109298,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2008",112456,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2009",115115,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2010",115180,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2011",117401,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2012",120843,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2013",121926,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2014",126208,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2015",130187,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2016",128580,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2017",126592.584735485,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2018",127538.091577476,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2019",128162.089226236,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2020",128874.145973435,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2021",129668.404843628,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2022",130412.100398498,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2023",131187.208746843,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2024",132052.585266618,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2025",132766.680965771,
"CHN","CROPYIELD","WHEAT","THND_TONNE","A","2026",133857.933801562,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1990",2681,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1991",1995,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1992",1958,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1993",1462,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1994",1348,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1995",994,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1996",1820,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1997",1522,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1998",1409,
"BRA","CROPYIELD","WHEAT","THND_HA","A","1999",1250,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2000",1066,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2001",1728,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2002",2044,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2003",2464,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2004",2793,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2005",2359,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2006",1558,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2007",1850,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2008",2374,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2009",2433,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2010",2177,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2011",2137,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2012",1891,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2013",2210,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2014",2835,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2015",2473,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2016",2113,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2017",2159,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2018",2177.99888051965,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2019",2186.30846878206,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2020",2198.76055899148,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2021",2213.40670969573,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2022",2229.13726334397,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2023",2242.15318804159,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2024",2254.9278802682,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2025",2266.6469290145,
"BRA","CROPYIELD","WHEAT","THND_HA","A","2026",2281.71938627309,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1990",82743,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1991",81698,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1992",80750,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1993",82027,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1994",78714,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1995",80826,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1996",83457,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1997",84904,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1998",84729,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","1999",81367,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2000",79263,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2001",76847,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2002",78900,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2003",72535,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2004",75847,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2005",77681,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2006",76013,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2007",78580,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2008",81411,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2009",83817,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2010",82064,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2011",81760.7,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2012",82228,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2013",81846,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2014",82910,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2015",84154,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2016",83620,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2017",85639.8052523436,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2018",85764.0968667751,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2019",85741.7851634132,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2020",85779.6982386246,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2021",85839.0965731965,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2022",85888.4961916805,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2023",85919.586987813,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2024",85969.1662993966,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2025",86002.2298984309,
"BRICS","CROPYIELD","WHEAT","THND_HA","A","2026",86121.0244534216,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1990",86.710003068681,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1991",80,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1992",83.7,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1993",73.4,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1994",70,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1995",66.7,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1996",80,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1997",66.7,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1998",67.567102996614,
"HTI","CROPYIELD","RICE","THND_TONNE","A","1999",67.367000904326,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2000",86.71,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2001",68.701,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2002",71.369,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2003",72.369501365218,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2004",70.035000610606,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2005",70.035000576305,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2006",73.37,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2007",86.71,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2008",73.370001406491,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2009",85.542799384244,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2010",94.113703125,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2011",96.448204891847,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2012",98.449203125,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2013",112.9231015625,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2014",103.406203125,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2015",85.376001196077,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2016",83.375,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2017",151.755037007254,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2018",155.678341440843,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2019",161.810128548924,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2020",165.564285414662,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2021",168.446951363322,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2022",171.126067816807,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2023",173.667705497662,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2024",176.187111441636,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2025",178.730898789683,
"HTI","CROPYIELD","RICE","THND_TONNE","A","2026",181.296671518662,
"IDN","CROPYIELD","RICE","THND_HA","A","1990",10502,
"IDN","CROPYIELD","RICE","THND_HA","A","1991",10876,
"IDN","CROPYIELD","RICE","THND_HA","A","1992",11103,
"IDN","CROPYIELD","RICE","THND_HA","A","1993",11012,
"IDN","CROPYIELD","RICE","THND_HA","A","1994",10734,
"IDN","CROPYIELD","RICE","THND_HA","A","1995",11438,
"IDN","CROPYIELD","RICE","THND_HA","A","1996",11570,
"IDN","CROPYIELD","RICE","THND_HA","A","1997",11141,
"IDN","CROPYIELD","RICE","THND_HA","A","1998",11716,
"IDN","CROPYIELD","RICE","THND_HA","A","1999",11963,
"IDN","CROPYIELD","RICE","THND_HA","A","2000",11793,
"IDN","CROPYIELD","RICE","THND_HA","A","2001",11500,
"IDN","CROPYIELD","RICE","THND_HA","A","2002",11521,
"IDN","CROPYIELD","RICE","THND_HA","A","2003",11488,
"IDN","CROPYIELD","RICE","THND_HA","A","2004",11923,
"IDN","CROPYIELD","RICE","THND_HA","A","2005",11839.1,
"IDN","CROPYIELD","RICE","THND_HA","A","2006",11786.4,
"IDN","CROPYIELD","RICE","THND_HA","A","2007",12147.6,
"IDN","CROPYIELD","RICE","THND_HA","A","2008",12327.4,
"IDN","CROPYIELD","RICE","THND_HA","A","2009",12883.6,
"IDN","CROPYIELD","RICE","THND_HA","A","2010",13253.5,
"IDN","CROPYIELD","RICE","THND_HA","A","2011",13203.6,
"IDN","CROPYIELD","RICE","THND_HA","A","2012",13445.5,
"IDN","CROPYIELD","RICE","THND_HA","A","2013",13835.3,
"IDN","CROPYIELD","RICE","THND_HA","A","2014",13797.3,
"IDN","CROPYIELD","RICE","THND_HA","A","2015",13980,
"IDN","CROPYIELD","RICE","THND_HA","A","2016",13945,
"IDN","CROPYIELD","RICE","THND_HA","A","2017",13935.3433107061,
"IDN","CROPYIELD","RICE","THND_HA","A","2018",13924.0418308186,
"IDN","CROPYIELD","RICE","THND_HA","A","2019",13920.4539644179,
"IDN","CROPYIELD","RICE","THND_HA","A","2020",13917.3837647398,
"IDN","CROPYIELD","RICE","THND_HA","A","2021",13911.7749657227,
"IDN","CROPYIELD","RICE","THND_HA","A","2022",13904.4307397583,
"IDN","CROPYIELD","RICE","THND_HA","A","2023",13895.6281874911,
"IDN","CROPYIELD","RICE","THND_HA","A","2024",13885.1038827636,
"IDN","CROPYIELD","RICE","THND_HA","A","2025",13872.064242366,
"IDN","CROPYIELD","RICE","THND_HA","A","2026",13856.9488439524,
"PER","CROPYIELD","RICE","THND_HA","A","1990",185,
"PER","CROPYIELD","RICE","THND_HA","A","1991",158,
"PER","CROPYIELD","RICE","THND_HA","A","1992",166,
"PER","CROPYIELD","RICE","THND_HA","A","1993",178,
"PER","CROPYIELD","RICE","THND_HA","A","1994",239,
"PER","CROPYIELD","RICE","THND_HA","A","1995",203,
"PER","CROPYIELD","RICE","THND_HA","A","1996",210,
"PER","CROPYIELD","RICE","THND_HA","A","1997",238.7,
"PER","CROPYIELD","RICE","THND_HA","A","1998",269.1,
"PER","CROPYIELD","RICE","THND_HA","A","1999",311.6,
"PER","CROPYIELD","RICE","THND_HA","A","2000",287.1,
"PER","CROPYIELD","RICE","THND_HA","A","2001",299.7,
"PER","CROPYIELD","RICE","THND_HA","A","2002",316.8,
"PER","CROPYIELD","RICE","THND_HA","A","2003",314.7,
"PER","CROPYIELD","RICE","THND_HA","A","2004",286.4,
"PER","CROPYIELD","RICE","THND_HA","A","2005",357.4,
"PER","CROPYIELD","RICE","THND_HA","A","2006",343.7,
"PER","CROPYIELD","RICE","THND_HA","A","2007",337.6,
"PER","CROPYIELD","RICE","THND_HA","A","2008",379.8,
"PER","CROPYIELD","RICE","THND_HA","A","2009",404.6,
"PER","CROPYIELD","RICE","THND_HA","A","2010",388.6,
"PER","CROPYIELD","RICE","THND_HA","A","2011",359.6,
"PER","CROPYIELD","RICE","THND_HA","A","2012",393.9,
"PER","CROPYIELD","RICE","THND_HA","A","2013",395.03,
"PER","CROPYIELD","RICE","THND_HA","A","2014",381.4,
"PER","CROPYIELD","RICE","THND_HA","A","2015",395.2,
"PER","CROPYIELD","RICE","THND_HA","A","2016",418,
"PER","CROPYIELD","RICE","THND_HA","A","2017",429.510362231548,
"PER","CROPYIELD","RICE","THND_HA","A","2018",425.241066497692,
"PER","CROPYIELD","RICE","THND_HA","A","2019",423.649807668879,
"PER","CROPYIELD","RICE","THND_HA","A","2020",422.67307419389,
"PER","CROPYIELD","RICE","THND_HA","A","2021",421.50013757154,
"PER","CROPYIELD","RICE","THND_HA","A","2022",421.145513242815,
"PER","CROPYIELD","RICE","THND_HA","A","2023",420.774629049868,
"PER","CROPYIELD","RICE","THND_HA","A","2024",420.413236745018,
"PER","CROPYIELD","RICE","THND_HA","A","2025",419.862882504355,
"PER","CROPYIELD","RICE","THND_HA","A","2026",419.258206730589,
"USA","CROPYIELD","RICE","THND_HA","A","1990",1142.431401,
"USA","CROPYIELD","RICE","THND_HA","A","1991",1125.434547,
"USA","CROPYIELD","RICE","THND_HA","A","1992",1267.479684,
"USA","CROPYIELD","RICE","THND_HA","A","1993",1146.478271,
"USA","CROPYIELD","RICE","THND_HA","A","1994",1341.942092,
"USA","CROPYIELD","RICE","THND_HA","A","1995",1251.696891,
"USA","CROPYIELD","RICE","THND_HA","A","1996",1134.742348,
"USA","CROPYIELD","RICE","THND_HA","A","1997",1255.743761,
"USA","CROPYIELD","RICE","THND_HA","A","1998",1318.065559,
"USA","CROPYIELD","RICE","THND_HA","A","1999",1421.260744,
"USA","CROPYIELD","RICE","THND_HA","A","2000",1229.843793,
"USA","CROPYIELD","RICE","THND_HA","A","2001",1341.132718,
"USA","CROPYIELD","RICE","THND_HA","A","2002",1297.831209,
"USA","CROPYIELD","RICE","THND_HA","A","2003",1212.846939,
"USA","CROPYIELD","RICE","THND_HA","A","2004",1345.179588,
"USA","CROPYIELD","RICE","THND_HA","A","2005",1359.74832,
"USA","CROPYIELD","RICE","THND_HA","A","2006",1149.31108,
"USA","CROPYIELD","RICE","THND_HA","A","2007",1112.88925,
"USA","CROPYIELD","RICE","THND_HA","A","2008",1205.96726,
"USA","CROPYIELD","RICE","THND_HA","A","2009",1254.5297,
"USA","CROPYIELD","RICE","THND_HA","A","2010",1464.96694,
"USA","CROPYIELD","RICE","THND_HA","A","2011",1060.27994,
"USA","CROPYIELD","RICE","THND_HA","A","2012",1084.56116,
"USA","CROPYIELD","RICE","THND_HA","A","2013",999.57689,
"USA","CROPYIELD","RICE","THND_HA","A","2014",1185.73291,
"USA","CROPYIELD","RICE","THND_HA","A","2015",1048.13933,
"USA","CROPYIELD","RICE","THND_HA","A","2016",1254.5297,
"USA","CROPYIELD","RICE","THND_HA","A","2017",1073.70725197419,
"USA","CROPYIELD","RICE","THND_HA","A","2018",1157.50077657668,
"USA","CROPYIELD","RICE","THND_HA","A","2019",1157.30110552228,
"USA","CROPYIELD","RICE","THND_HA","A","2020",1159.83901261463,
"USA","CROPYIELD","RICE","THND_HA","A","2021",1161.72655825333,
"USA","CROPYIELD","RICE","THND_HA","A","2022",1164.01464190897,
"USA","CROPYIELD","RICE","THND_HA","A","2023",1166.36300858109,
"USA","CROPYIELD","RICE","THND_HA","A","2024",1167.94410727645,
"USA","CROPYIELD","RICE","THND_HA","A","2025",1170.43566365809,
"USA","CROPYIELD","RICE","THND_HA","A","2026",1172.15759463763,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1990",259,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1991",328.000005365728,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1992",425.000005325383,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1993",376.00000285936,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1994",209,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1995",543,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1996",400,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1997",229,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1998",180,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","1999",188,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2000",220,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2001",532,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2002",537,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2003",715,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2004",800,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2005",620,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2006",800,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2007",800,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2008",1067,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2009",1402,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2010",1464,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2011",1209,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2012",1237,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2013",701.4,
"PRY","CROPYIELD","WHEAT","THND_TONNE","A","2014",1314,
